text,entity_types,entities_json
"gutter 490m² en cuivre, incluant conformité handicap, budget 25000 euros, équipe 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""490m\u00b2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap"", ""BUDGET"": ""25000 euros"", ""NB_OUVRIERS"": ""3 personnes""}"
"Nous proposons démolition 270m2, matériau pvc, avec isolation acoustique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""270m2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"béton 440m² bitume, décontamination, budget 20000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""440m\u00b2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""20000\u20ac""}"
"maçonnerie 190m2 pierre, équipe de 5 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""190m2"", ""NB_OUVRIERS"": ""5 personnes""}"
"menuiserie : 400m2 en zinc, coût estimé 65000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""400m2"", ""BUDGET"": ""65000 euros""}"
"piscine 220 m², ventilation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""SURFACE"": ""220 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
"ardoise pour maçonnerie (130m2), isolation thermique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""130m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
"gypse pour gutter (240m²), traitement humidité requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""240m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9""}"
"gutter 110 m² en bitume, incluant aération, budget 95000€, équipe grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""110 m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""95000\u20ac"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
peinture 320 m² tuiles,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""320 m\u00b2""}"
"maçonnerie 30m² en carrelage, incluant décontamination, budget 70000€, équipe équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""30m\u00b2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""70000\u20ac"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
plomberie 410m² brique,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""410m\u00b2""}"
"revêtement 180 m², étanchéité","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""SURFACE"": ""180 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"démolition 180m2, durée 15 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""SURFACE"": ""180m2"", ""DUREE_ESTIMEE"": ""15 Jours""}"
"gutter 250 m² zinc, protection contre la corrosion, budget 35000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""250 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""35000\u20ac""}"
"Nous proposons cloison 490m², matériau tôle, avec protection contre la corrosion","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""490m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"isolation 40m2 en carrelage, incluant étanchéité, budget 70000 euros, équipe petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""40m2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""70000 euros"", ""NB_OUVRIERS"": ""petit groupe""}"
maçonnerie 220 m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""SURFACE"": ""220 m\u00b2""}"
"peinture 450m2 en tuiles, incluant chauffage, budget 30000€, équipe 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""450m2"", ""ACTIVITE_SPECIALE"": ""Chauffage"", ""BUDGET"": ""30000\u20ac"", ""NB_OUVRIERS"": ""6 personnes""}"
"zinc pour menuiserie (120m²), sécurité incendie requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""120m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"électricité 140 m2, durée 2 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""140 m2"", ""DUREE_ESTIMEE"": ""2 Semaines""}"
"isolation : 240 m2 en fibre de verre, coût estimé 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""240 m2"", ""BUDGET"": ""10000\u20ac""}"
charpente 200m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Charpente"", ""SURFACE"": ""200m\u00b2""}"
"plomberie 400m² en bitume, incluant éclairage led, budget 55000€, équipe équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""400m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led"", ""BUDGET"": ""55000\u20ac"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"peinture 250m² bois, climatisation, budget 90000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""250m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation"", ""BUDGET"": ""90000 euros""}"
"peinture 130m² tuiles, équipe de 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""130m\u00b2"", ""NB_OUVRIERS"": ""4 personnes""}"
"Nous proposons toiture 230 m², matériau bitume, avec étanchéité","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""230 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"excavation 440m² gypse, traitement humidité, budget 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""440m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9"", ""BUDGET"": ""10000\u20ac""}"
"gutter 120 m², éclairage led","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""120 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"piscine 470 m² en gypse, incluant isolation acoustique, budget 65000€, équipe équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""470 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""65000\u20ac"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"menuiserie 180m2 cuivre, aération, budget 75000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""180m2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""75000 euros""}"
"fenêtres 250m², durée 1 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""250m\u00b2"", ""DUREE_ESTIMEE"": ""1 Mois""}"
"chauffage 210 m² bitume, aération, budget 40000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""210 m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""40000\u20ac""}"
"bitume pour toiture (440m2), mise aux normes requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""440m2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
"Nous proposons électricité 80 m2, matériau pvc, avec chauffage","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""80 m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"menuiserie 100 m2 inox, équipe de équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""100 m2"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
béton 270m2 tuiles,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""270m2""}"
"toiture 470 m², isolation thermique","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""470 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
carrelage 400 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Carrelage"", ""SURFACE"": ""400 m2""}"
"cloison 170m² plâtre, étanchéité, budget 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""170m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""10000\u20ac""}"
toiture 300m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""300m2""}"
"cloison 250 m² en inox, incluant chauffage, budget 5000€, équipe petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""250 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Chauffage"", ""BUDGET"": ""5000\u20ac"", ""NB_OUVRIERS"": ""petit groupe""}"
"démolition 220 m² en tôle, incluant étanchéité, budget 40000 euros, équipe 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""220 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""40000 euros"", ""NB_OUVRIERS"": ""4 personnes""}"
"toiture 190 m2 pierre, éclairage led, budget 90000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""190 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led"", ""BUDGET"": ""90000\u20ac""}"
"escalier 110 m2 zinc, équipe de 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""110 m2"", ""NB_OUVRIERS"": ""3 personnes""}"
"Nous proposons menuiserie 270 m², matériau bitume, avec climatisation","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""270 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
"fenêtres 320m2 béton poli, décontamination, budget 40000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""320m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""40000\u20ac""}"
"brique pour escalier (410m²), climatisation requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""410m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
menuiserie 70 m2 ardoise,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""70 m2""}"
"chauffage 440m2, durée 10 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""440m2"", ""DUREE_ESTIMEE"": ""10 Jours""}"
"peinture 100 m² en gypse, incluant conformité handicap, budget 80000€, équipe 2 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""100 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap"", ""BUDGET"": ""80000\u20ac"", ""NB_OUVRIERS"": ""2 personnes""}"
"cloison 410 m2, protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Cloison"", ""SURFACE"": ""410 m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"Nous proposons charpente 160 m2, matériau ardoise, avec éclairage led","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""160 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"ardoise pour menuiserie (420 m2), isolation thermique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""420 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
cloison 300m² aluminium,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""300m\u00b2""}"
escalier 240 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""240 m2""}"
plomberie 430 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Plomberie"", ""SURFACE"": ""430 m2""}"
"tôle pour piscine (290m²), ventilation requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""290m\u00b2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
"isolation 30 m², durée 4 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Isolation"", ""SURFACE"": ""30 m\u00b2"", ""DUREE_ESTIMEE"": ""4 Semaines""}"
"démolition 170m2, durée 10 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""SURFACE"": ""170m2"", ""DUREE_ESTIMEE"": ""10 Jours""}"
"Nous proposons fenêtres 110m2, matériau béton, avec conformité handicap","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""110m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
"Nous proposons béton 50m2, matériau tôle, avec chauffage","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""50m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
façade 210 m2 zinc,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""210 m2""}"
menuiserie 470 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""470 m2""}"
excavation 90 m2 aluminium,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""90 m2""}"
"aluminium pour façade (260 m2), éclairage led requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""260 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"plomberie 220 m² parquet, isolation acoustique, budget 85000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""220 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""85000\u20ac""}"
"fenêtres 440m², traitement humidité","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""440m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9""}"
piscine 200 m² bois,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""200 m\u00b2""}"
"carrelage 460m², durée 10 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Carrelage"", ""SURFACE"": ""460m\u00b2"", ""DUREE_ESTIMEE"": ""10 Jours""}"
"béton 440 m2, durée 4 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""440 m2"", ""DUREE_ESTIMEE"": ""4 Semaines""}"
"fenêtres 270m², durée 3 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""270m\u00b2"", ""DUREE_ESTIMEE"": ""3 Mois""}"
"peinture 370 m2, durée 10 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Peinture"", ""SURFACE"": ""370 m2"", ""DUREE_ESTIMEE"": ""10 Jours""}"
"revêtement 490m2 tôle, équipe de 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""490m2"", ""NB_OUVRIERS"": ""6 personnes""}"
"inox pour excavation (290m²), protection contre la corrosion requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""290m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
démolition 350m2 fibre de verre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""350m2""}"
"piscine : 120m2 en cuivre, coût estimé 15000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""120m2"", ""BUDGET"": ""15000\u20ac""}"
"piscine 180m2 inox, équipe de grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""180m2"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
"façade 190 m2 gypse, équipe de 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""190 m2"", ""NB_OUVRIERS"": ""4 personnes""}"
"excavation 340m2 en brique, incluant protection contre la corrosion, budget 70000 euros, équipe 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""340m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""70000 euros"", ""NB_OUVRIERS"": ""1 personne""}"
"toiture 70 m², protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""70 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"piscine : 390 m² en tôle, coût estimé 75000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""390 m\u00b2"", ""BUDGET"": ""75000\u20ac""}"
escalier 460m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""460m2""}"
"Nous proposons toiture 470m², matériau cuivre, avec conformité handicap","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""470m\u00b2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
"Nous proposons menuiserie 400 m², matériau pvc, avec isolation acoustique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""400 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"excavation 40m2, désamiantage","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""40m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage""}"
gutter 30 m2 zinc,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""30 m2""}"
"escalier 30m2 béton poli, décontamination, budget 5000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""30m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""5000\u20ac""}"
fenêtres 120m2 brique,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""120m2""}"
"façade 160m2 tôle, équipe de 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""160m2"", ""NB_OUVRIERS"": ""6 personnes""}"
"pvc pour escalier (250m²), sécurité incendie requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""250m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
